,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,ResultSpeed,ResultDir
2272,1,2013-06-02,63,43,53.0,-11.0,50,51.0,12.0,0.0,0419,1920,RA DZ BR,1.8,5
2273,2,2013-06-02,63,47,55.0,1.5,48,51.0,10.0,0.0,-,-,DZ BR HZ,2.8,4
2274,1,2013-06-03,68,43,56.0,-8.0,43,50.0,9.0,0.0,0418,1921, ,3.7,12
2275,2,2013-06-03,68,43,56.0,2.5,40,49.0,9.0,0.0,-,-, ,2.6,9
2276,1,2013-06-04,72,50,61.0,-3.0,45,52.0,4.0,0.0,0418,1922, ,5.3,7
2277,2,2013-06-04,72,50,61.0,7.5,44,52.0,4.0,0.0,-,-, ,5.6,7
2278,1,2013-06-05,73,54,64.0,-1.0,49,54.0,1.0,0.0,0417,1923,RA,6.8,5
2279,2,2013-06-05,76,56,66.0,12.5,46,55.0,0.0,1.0,-,-,RA,6.1,6
2280,1,2013-06-06,64,52,58.0,-8.0,50,53.0,7.0,0.0,0417,1923,RA,8.9,3
2281,2,2013-06-06,65,54,60.0,6.5,48,53.0,5.0,0.0,-,-,RA,9.0,3
2282,1,2013-06-07,68,52,60.0,-6.0,45,52.0,5.0,0.0,0417,1924, ,9.5,3
2283,2,2013-06-07,68,54,61.0,7.5,44,52.0,4.0,0.0,-,-, ,8.8,2
2284,1,2013-06-08,74,49,62.0,-4.0,43,53.0,3.0,0.0,0417,1925, ,4.7,7
2285,2,2013-06-08,74,50,62.0,8.5,42,53.0,3.0,0.0,-,-, ,4.7,6
2286,1,2013-06-09,80,55,68.0,2.0,55,61.0,0.0,3.0,0416,1925,RA,6.0,15
2287,2,2013-06-09,83,58,71.0,17.5,53,61.0,0.0,6.0,-,-,RA,7.1,15
2288,1,2013-06-10,76,60,68.0,1.0,63,65.0,0.0,3.0,0416,1926,TSRA RA BR HZ,2.7,4
2289,2,2013-06-10,75,61,68.0,14.5,61,64.0,0.0,3.0,-,-,RA BR HZ VCFG,2.0,7
2290,1,2013-06-11,83,60,72.0,5.0,62,67.0,0.0,7.0,0416,1926,RA BR,3.2,25
2291,2,2013-06-11,84,60,72.0,18.5,61,66.0,0.0,7.0,-,-,RA FG+ BR,2.5,23
2292,1,2013-06-12,86,63,75.0,7.0,64,67.0,0.0,10.0,0416,1927,TS TSRA BR,3.1,8
2293,2,2013-06-12,87,64,76.0,22.5,64,67.0,0.0,11.0,-,-,TSRA RA BR HZ,2.9,5
2294,1,2013-06-13,73,58,66.0,-2.0,54,59.0,0.0,1.0,0416,1927,BR,11.7,3
2295,2,2013-06-13,72,59,66.0,12.5,53,59.0,0.0,1.0,-,-,BR,12.6,1
2296,1,2013-06-14,78,56,67.0,-1.0,51,57.0,0.0,2.0,0416,1928, ,6.6,6
2297,2,2013-06-14,76,57,67.0,13.5,50,57.0,0.0,2.0,-,-, ,6.0,5
2298,1,2013-06-15,80,58,69.0,1.0,62,65.0,0.0,4.0,0416,1928,RA BR,5.6,21
2299,2,2013-06-15,81,61,71.0,17.5,60,64.0,0.0,6.0,-,-,TS RA,5.6,21
2300,1,2013-06-16,86,69,78.0,9.0,62,67.0,0.0,13.0,0416,1929, ,8.3,27
2301,2,2013-06-16,83,69,76.0,22.5,62,67.0,0.0,11.0,-,-, ,8.6,24
2302,1,2013-06-17,88,59,74.0,5.0,55,63.0,0.0,9.0,0416,1929, ,3.9,29
2303,2,2013-06-17,88,62,75.0,21.5,56,64.0,0.0,10.0,-,-,TSRA,3.7,28
2304,1,2013-06-18,71,56,64.0,-6.0,52,56.0,1.0,0.0,0416,1929,BR,11.4,3
2305,2,2013-06-18,70,57,64.0,10.5,52,57.0,1.0,0.0,-,-,RA BR HZ,12.1,2
2306,1,2013-06-19,75,53,64.0,-6.0,46,55.0,1.0,0.0,0416,1930, ,5.9,8
2307,2,2013-06-19,75,57,66.0,12.5,46,56.0,0.0,1.0,-,-, ,6.4,7
2308,1,2013-06-20,86,56,71.0,1.0,58,64.0,0.0,6.0,0416,1930, ,5.1,12
2309,2,2013-06-20,86,62,74.0,20.5,57,64.0,0.0,9.0,-,-, ,6.0,11
2310,1,2013-06-21,82,68,75.0,5.0,65,68.0,0.0,10.0,0416,1930,RA BR,7.4,19
2311,2,2013-06-21,85,70,78.0,24.5,63,67.0,0.0,13.0,-,-,TSRA,7.6,19
2312,1,2013-06-22,80,67,74.0,4.0,67,69.0,0.0,9.0,0417,1931,RA,3.1,22
2313,2,2013-06-22,83,70,77.0,23.5,65,69.0,0.0,12.0,-,-, ,4.8,20
2314,1,2013-06-23,87,66,77.0,7.0,68,71.0,0.0,12.0,0417,1931,RA,10.7,20
2315,2,2013-06-23,89,69,79.0,25.5,66,70.0,0.0,14.0,-,-,TSRA,9.3,20
2316,1,2013-06-24,89,67,78.0,7.0,67,69.0,0.0,13.0,0417,1931,BR,8.9,23
2317,2,2013-06-24,86,68,77.0,23.5,65,69.0,0.0,12.0,-,-,HZ,10.5,21
2318,1,2013-06-25,85,67,76.0,5.0,69,71.0,0.0,11.0,0417,1931,TSRA,4.5,19
2319,2,2013-06-25,87,70,79.0,25.5,67,71.0,0.0,14.0,-,-,RA,5.2,21
2320,1,2013-06-26,80,66,73.0,2.0,67,68.0,0.0,8.0,0418,1931,TSRA RA BR,2.2,16
2321,2,2013-06-26,81,68,75.0,21.5,65,68.0,0.0,10.0,-,-,TS RA,2.6,18
2322,1,2013-06-27,90,64,77.0,6.0,67,70.0,0.0,12.0,0418,1931,BR,7.2,29
2323,2,2013-06-27,91,66,79.0,25.5,65,69.0,0.0,14.0,-,-,BR HZ,6.1,29
2324,1,2013-06-28,83,67,75.0,4.0,61,66.0,0.0,10.0,0419,1931,RA,10.5,31
2325,2,2013-06-28,83,68,76.0,22.5,60,65.0,0.0,11.0,-,-,RA,9.0,29
2326,1,2013-06-29,72,64,68.0,-3.0,59,62.0,0.0,3.0,0419,1931,BR,12.0,2
2327,2,2013-06-29,72,64,68.0,14.5,59,62.0,0.0,3.0,-,-,RA,11.7,1
2328,1,2013-06-30,77,62,70.0,-2.0,52,59.0,0.0,5.0,0419,1931, ,13.8,2
2329,2,2013-06-30,76,64,70.0,16.5,52,60.0,0.0,5.0,-,-, ,14.0,1
2330,1,2013-07-01,75,59,67.0,-5.0,51,58.0,0.0,2.0,0420,1931, ,12.6,3
2331,2,2013-07-01,75,61,68.0,14.5,50,58.0,0.0,3.0,-,-, ,13.8,3
2332,1,2013-07-02,68,60,64.0,-8.0,52,57.0,1.0,0.0,0420,1931, ,11.0,3
2333,2,2013-07-02,68,62,65.0,11.5,53,58.0,0.0,0.0,-,-,RA,12.0,3
2334,1,2013-07-03,72,59,66.0,-6.0,60,62.0,0.0,1.0,0421,1931,DZ BR HZ,2.2,2
2335,2,2013-07-03,74,62,68.0,14.5,60,62.0,0.0,3.0,-,-,TSRA RA,0.5,36
2336,1,2013-07-04,83,56,70.0,-2.0,61,64.0,0.0,5.0,0422,1930,BR,4.4,20
2337,2,2013-07-04,83,61,72.0,18.5,59,65.0,0.0,7.0,-,-,BR HZ,7.3,19
2338,1,2013-07-05,86,60,73.0,1.0,61,66.0,0.0,8.0,0422,1930, ,3.7,19
2339,2,2013-07-05,87,63,75.0,21.5,60,66.0,0.0,10.0,-,-, ,5.1,20
2340,1,2013-07-06,83,65,74.0,2.0,65,68.0,0.0,9.0,0423,1930, ,4.1,19
2341,2,2013-07-06,82,71,77.0,23.5,63,68.0,0.0,12.0,-,-, ,5.4,19
2342,1,2013-07-07,88,70,79.0,7.0,67,71.0,0.0,14.0,0423,1930, ,6.6,21
2343,2,2013-07-07,89,70,80.0,26.5,66,71.0,0.0,15.0,-,-, ,8.0,21
2344,1,2013-07-08,86,70,78.0,5.0,71,74.0,0.0,13.0,0424,1929,TSRA RA BR,7.8,23
2345,2,2013-07-08,87,71,79.0,25.5,70,72.0,0.0,14.0,-,-,RA BR,10.0,22
2346,1,2013-07-09,85,73,79.0,6.0,74,75.0,0.0,14.0,0425,1929,BR,6.9,23
2347,2,2013-07-09,85,75,80.0,26.5,72,75.0,0.0,15.0,-,-,RA BR HZ,8.9,23
2348,1,2013-07-10,85,66,76.0,3.0,65,70.0,0.0,11.0,0425,1929, ,6.0,34
2349,2,2013-07-10,87,66,77.0,23.5,65,69.0,0.0,12.0,-,-, ,3.7,3
2350,1,2013-07-11,81,64,73.0,0.0,54,62.0,0.0,8.0,0426,1928, ,6.5,3
2351,2,2013-07-11,80,63,72.0,18.5,52,61.0,0.0,7.0,-,-, ,6.3,3
2352,1,2013-07-12,83,58,71.0,-2.0,53,61.0,0.0,6.0,0427,1928, ,4.0,8
2353,2,2013-07-12,82,60,71.0,17.5,54,62.0,0.0,6.0,-,-, ,4.1,8
2354,1,2013-07-13,84,62,73.0,0.0,59,65.0,0.0,8.0,0428,1927, ,6.8,9
2355,2,2013-07-13,83,67,75.0,21.5,58,65.0,0.0,10.0,-,-, ,6.4,9
2356,1,2013-07-14,88,72,80.0,7.0,66,71.0,0.0,15.0,0428,1927, ,6.7,9
2357,2,2013-07-14,88,73,81.0,27.5,66,70.0,0.0,16.0,-,-, ,8.2,8
2358,1,2013-07-15,89,71,80.0,6.0,71,74.0,0.0,15.0,0429,1926, ,4.3,8
2359,2,2013-07-15,91,75,83.0,29.5,71,74.0,0.0,18.0,-,-, ,5.0,8
2360,1,2013-07-16,92,73,83.0,9.0,72,75.0,0.0,18.0,0430,1925, ,6.4,23
2361,2,2013-07-16,93,77,85.0,31.5,70,75.0,0.0,20.0,-,-, ,6.8,22
2362,1,2013-07-17,94,76,85.0,11.0,72,76.0,0.0,20.0,0431,1925, ,6.7,26
2363,2,2013-07-17,95,77,86.0,32.5,70,75.0,0.0,21.0,-,-, ,6.2,25
2364,1,2013-07-18,95,77,86.0,12.0,72,76.0,0.0,21.0,0432,1924, ,7.2,24
2365,2,2013-07-18,96,79,88.0,34.5,71,76.0,0.0,23.0,-,-,TS,8.8,23
2366,1,2013-07-19,96,71,84.0,10.0,70,75.0,0.0,19.0,0433,1923,TS BR,13.3,25
2367,2,2013-07-19,97,75,86.0,32.5,69,75.0,0.0,21.0,-,-,TS,13.4,24
2368,1,2013-07-20,89,71,80.0,6.0,64,69.0,0.0,15.0,0433,1923, ,4.8,1
2369,2,2013-07-20,88,72,80.0,26.5,63,69.0,0.0,15.0,-,-,RA,3.8,3
2370,1,2013-07-21,88,68,78.0,4.0,65,69.0,0.0,13.0,0434,1922, ,2.8,7
2371,2,2013-07-21,89,72,81.0,27.5,63,69.0,0.0,16.0,-,-, ,2.9,11
2372,1,2013-07-22,87,71,79.0,5.0,66,71.0,0.0,14.0,0435,1921,TSRA RA,4.9,24
2373,2,2013-07-22,90,72,81.0,27.5,64,70.0,0.0,16.0,-,-,TSRA,5.2,21
2374,1,2013-07-23,78,63,71.0,-3.0,60,64.0,0.0,6.0,0436,1920, ,8.8,2
2375,2,2013-07-23,80,65,73.0,19.5,58,64.0,0.0,8.0,-,-, ,7.3,1
2376,1,2013-07-24,72,60,66.0,-8.0,51,58.0,0.0,1.0,0437,1919, ,7.8,5
2377,2,2013-07-24,73,62,68.0,14.5,48,57.0,0.0,3.0,-,-, ,10.1,5
2378,1,2013-07-25,81,57,69.0,-5.0,54,61.0,0.0,4.0,0438,1918, ,4.1,23
2379,2,2013-07-25,81,58,70.0,16.5,52,60.0,0.0,5.0,-,-, ,2.7,23
2380,1,2013-07-26,70,62,66.0,-8.0,61,63.0,0.0,1.0,0439,1918,RA BR,7.6,22
2381,2,2013-07-26,74,65,70.0,16.5,58,62.0,0.0,5.0,-,-,RA,9.3,21
2382,1,2013-07-27,65,55,60.0,-14.0,51,56.0,5.0,0.0,0440,1917, ,9.0,30
2383,2,2013-07-27,68,57,63.0,9.5,49,55.0,2.0,0.0,-,-, ,10.3,30
2384,1,2013-07-28,69,54,62.0,-12.0,50,55.0,3.0,0.0,0441,1916,RA,8.7,28
2385,2,2013-07-28,71,55,63.0,9.5,47,54.0,2.0,0.0,-,-,RA,9.5,26
2386,1,2013-07-29,76,57,67.0,-7.0,55,59.0,0.0,2.0,0442,1915, ,2.0,1
2387,2,2013-07-29,76,58,67.0,13.5,53,59.0,0.0,2.0,-,-, ,2.3,2
2388,1,2013-07-30,74,57,66.0,-8.0,59,62.0,0.0,1.0,0443,1914,RA,4.2,16
2389,2,2013-07-30,74,61,68.0,14.5,56,61.0,0.0,3.0,-,-,RA,5.5,16
2390,1,2013-07-31,75,62,69.0,-5.0,64,65.0,0.0,4.0,0444,1913,RA DZ BR,2.2,32
2391,2,2013-07-31,75,64,70.0,16.5,63,65.0,0.0,5.0,-,-,RA DZ BR HZ,2.5,30
2392,1,2013-08-01,81,61,71.0,-2.0,57,62.0,0.0,6.0,0445,1911, ,7.6,30
2393,2,2013-08-01,82,61,72.0,18.5,54,62.0,0.0,7.0,-,-, ,6.2,29
2394,1,2013-08-02,84,62,73.0,0.0,63,67.0,0.0,8.0,0446,1910,RA BR,4.5,29
2395,2,2013-08-02,86,65,76.0,22.5,62,66.0,0.0,11.0,-,-,RA,2.7,23
2396,1,2013-08-03,81,64,73.0,0.0,55,62.0,0.0,8.0,0447,1909, ,5.8,2
2397,2,2013-08-03,79,66,73.0,19.5,54,62.0,0.0,8.0,-,-, ,6.9,4
2398,1,2013-08-04,75,60,68.0,-5.0,56,61.0,0.0,3.0,0448,1908,RA,5.9,6
2399,2,2013-08-04,74,60,67.0,13.5,55,61.0,0.0,2.0,-,-,RA,6.1,7
2400,1,2013-08-05,75,58,67.0,-6.0,59,62.0,0.0,2.0,0449,1907,RA,6.8,19
2401,2,2013-08-05,76,63,70.0,16.5,56,61.0,0.0,5.0,-,-, ,7.1,18
2402,1,2013-08-06,83,67,75.0,2.0,68,70.0,0.0,10.0,0450,1906, ,7.2,21
2403,2,2013-08-06,85,68,77.0,23.5,65,69.0,0.0,12.0,-,-, ,8.7,21
2404,1,2013-08-07,89,67,78.0,5.0,68,71.0,0.0,13.0,0451,1904, ,4.0,30
2405,2,2013-08-07,91,70,81.0,27.5,67,71.0,0.0,16.0,-,-,BR,2.4,30
2406,1,2013-08-08,78,65,72.0,-1.0,56,62.0,0.0,7.0,0452,1903, ,8.6,5
2407,2,2013-08-08,79,69,74.0,20.5,55,62.0,0.0,9.0,-,-, ,10.5,5
2408,1,2013-08-09,82,59,71.0,-2.0,60,65.0,0.0,6.0,0453,1902, ,4.7,27
2409,2,2013-08-09,84,62,73.0,19.5,58,65.0,0.0,8.0,-,-, ,4.9,27
2410,1,2013-08-10,81,64,73.0,0.0,57,61.0,0.0,8.0,0454,1900, ,5.3,5
2411,2,2013-08-10,81,68,75.0,21.5,55,63.0,0.0,10.0,-,-, ,6.0,6
2412,1,2013-08-11,81,60,71.0,-2.0,61,61.0,0.0,6.0,0455,1859,RA,2.0,27
2413,2,2013-08-11,84,63,74.0,20.5,57,64.0,0.0,9.0,-,-, ,4.0,24
2414,1,2013-08-12,82,67,75.0,2.0,65,68.0,0.0,10.0,0456,1858,RA DZ,3.5,27
2415,2,2013-08-12,85,69,77.0,23.5,63,61.0,0.0,12.0,-,-,RA,4.5,26
2416,1,2013-08-13,70,58,64.0,-9.0,52,58.0,1.0,0.0,0457,1856, ,8.7,3
2417,2,2013-08-13,71,62,67.0,13.5,50,57.0,0.0,2.0,-,-, ,11.2,2
2418,1,2013-08-14,72,56,64.0,-8.0,50,56.0,1.0,0.0,0458,1855, ,3.9,4
2419,2,2013-08-14,71,58,65.0,11.5,49,56.0,0.0,0.0,-,-, ,3.0,3
2420,1,2013-08-15,75,55,65.0,-7.0,53,58.0,0.0,0.0,0459,1854, ,4.2,24
2421,2,2013-08-15,74,57,66.0,12.5,50,58.0,0.0,1.0,-,-, ,4.5,22
2422,1,2013-08-16,82,55,69.0,-3.0,52,60.0,0.0,4.0,0500,1852, ,2.8,4
2423,2,2013-08-16,82,58,70.0,16.5,51,60.0,0.0,5.0,-,-, ,5.0,7
2424,1,2013-08-17,81,57,69.0,-3.0,56,62.0,0.0,4.0,0501,1851, ,5.7,8
2425,2,2013-08-17,79,60,70.0,16.5,55,62.0,0.0,5.0,-,-, ,6.0,7
2426,1,2013-08-18,81,59,70.0,-2.0,57,63.0,0.0,5.0,0502,1849, ,3.7,8
2427,2,2013-08-18,81,62,72.0,18.5,57,64.0,0.0,7.0,-,-, ,4.2,8
2428,1,2013-08-19,85,57,71.0,0.0,60,65.0,0.0,6.0,0503,1848, ,5.1,25
2429,2,2013-08-19,86,63,75.0,21.5,58,65.0,0.0,10.0,-,-,HZ,3.8,25
2430,1,2013-08-20,88,66,77.0,6.0,62,68.0,0.0,12.0,0504,1846, ,7.7,22
2431,2,2013-08-20,88,68,78.0,24.5,61,67.0,0.0,13.0,-,-, ,7.0,21
2432,1,2013-08-21,90,68,79.0,8.0,65,70.0,0.0,14.0,0505,1845,RA,8.6,23
2433,2,2013-08-21,91,70,81.0,27.5,64,70.0,0.0,16.0,-,-,RA,9.0,22
2434,1,2013-08-22,78,68,73.0,2.0,67,69.0,0.0,8.0,0506,1843,RA,1.5,23
2435,2,2013-08-22,78,67,73.0,19.5,66,68.0,0.0,8.0,-,-,RA,2.5,24
2436,1,2013-08-23,82,62,72.0,1.0,55,63.0,0.0,7.0,0508,1842,BR,6.1,6
2437,2,2013-08-23,81,64,73.0,19.5,55,63.0,0.0,8.0,-,-,BR,7.2,6
2438,1,2013-08-24,86,60,73.0,2.0,59,65.0,0.0,8.0,0509,1840, ,5.3,17
2439,2,2013-08-24,86,64,75.0,21.5,56,64.0,0.0,10.0,-,-, ,4.6,16
2440,1,2013-08-25,89,65,77.0,7.0,62,68.0,0.0,12.0,0510,1839, ,9.2,22
2441,2,2013-08-25,89,68,79.0,25.5,60,67.0,0.0,14.0,-,-, ,9.6,21
2442,1,2013-08-26,92,70,81.0,11.0,68,72.0,0.0,16.0,0511,1837, ,9.0,24
2443,2,2013-08-26,92,70,81.0,27.5,66,71.0,0.0,16.0,-,-, ,9.2,23
2444,1,2013-08-27,96,77,87.0,17.0,70,75.0,0.0,22.0,0512,1835, ,11.7,24
2445,2,2013-08-27,96,77,87.0,33.5,68,74.0,0.0,22.0,-,-, ,12.5,24
2446,1,2013-08-28,83,71,77.0,7.0,69,72.0,0.0,12.0,0513,1834, ,6.9,3
2447,2,2013-08-28,83,71,77.0,23.5,67,71.0,0.0,12.0,-,-,BR,5.8,36
2448,1,2013-08-29,89,66,78.0,8.0,64,69.0,0.0,13.0,0514,1832,BR HZ,3.9,10
2449,2,2013-08-29,87,69,78.0,24.5,65,69.0,0.0,13.0,-,-,FG BR HZ,4.2,10
2450,1,2013-08-30,96,67,82.0,12.0,68,72.0,0.0,17.0,0515,1831,BR,4.4,26
2451,2,2013-08-30,96,69,83.0,29.5,67,71.0,0.0,18.0,-,-,TSRA RA,5.3,24
2452,1,2013-08-31,78,71,75.0,6.0,67,69.0,0.0,10.0,0516,1829,TS TSRA,6.1,5
2453,2,2013-08-31,77,70,74.0,20.5,66,68.0,0.0,9.0,-,-,TS TSRA RA BR,5.8,4
2454,1,2013-09-01,85,65,75.0,7.0,67,70.0,0.0,10.0,0517,1827,TS,4.2,29
2455,2,2013-09-01,84,68,76.0,22.5,66,69.0,0.0,11.0,-,-, ,3.9,27
2456,1,2013-09-02,79,60,70.0,2.0,61,64.0,0.0,5.0,0518,1826, ,8.1,2
2457,2,2013-09-02,77,62,70.0,16.5,60,64.0,0.0,5.0,-,-, ,7.5,2
2458,1,2013-09-03,77,57,67.0,-1.0,54,59.0,0.0,2.0,0519,1824, ,4.0,30
2459,2,2013-09-03,76,58,67.0,13.5,54,60.0,0.0,2.0,-,-, ,1.5,34
2460,1,2013-09-04,84,59,72.0,4.0,57,63.0,0.0,7.0,0520,1822, ,6.2,26
2461,2,2013-09-04,84,59,72.0,18.5,55,62.0,0.0,7.0,-,-, ,6.4,25
2462,1,2013-09-05,74,59,67.0,0.0,54,60.0,0.0,2.0,0521,1821, ,9.0,5
2463,2,2013-09-05,74,65,70.0,16.5,53,60.0,0.0,5.0,-,-, ,9.2,6
2464,1,2013-09-06,86,57,72.0,5.0,58,64.0,0.0,7.0,0522,1819, ,4.7,20
2465,2,2013-09-06,85,62,74.0,20.5,55,63.0,0.0,9.0,-,-, ,4.3,17
2466,1,2013-09-07,88,65,77.0,10.0,62,68.0,0.0,12.0,0523,1817, ,5.7,23
2467,2,2013-09-07,87,68,78.0,24.5,61,67.0,0.0,13.0,-,-, ,5.8,23
2468,1,2013-09-08,77,71,74.0,8.0,66,69.0,0.0,9.0,0524,1815, ,10.5,7
2469,2,2013-09-08,78,71,75.0,21.5,65,68.0,0.0,10.0,-,-, ,10.1,7
2470,1,2013-09-09,94,68,81.0,15.0,70,74.0,0.0,16.0,0525,1814, ,9.0,20
2471,2,2013-09-09,94,69,82.0,28.5,68,73.0,0.0,17.0,-,-,HZ,8.5,20
2472,1,2013-09-10,95,77,86.0,20.0,64,71.0,0.0,21.0,0526,1812, ,12.1,24
2473,2,2013-09-10,96,78,87.0,33.5,63,71.0,0.0,22.0,-,-, ,12.2,24
2474,1,2013-09-11,91,75,83.0,18.0,66,71.0,0.0,18.0,0527,1810, ,4.2,27
2475,2,2013-09-11,92,75,84.0,30.5,66,71.0,0.0,19.0,-,-, ,5.1,25
2476,1,2013-09-12,82,62,72.0,7.0,59,64.0,0.0,7.0,0528,1809,RA,7.0,35
2477,2,2013-09-12,83,63,73.0,19.5,58,64.0,0.0,8.0,-,-, ,6.8,34
2478,1,2013-09-13,67,52,60.0,-5.0,45,52.0,5.0,0.0,0529,1807, ,10.7,1
2479,2,2013-09-13,67,54,61.0,7.5,45,53.0,4.0,0.0,-,-, ,12.8,1
2480,1,2013-09-14,72,47,60.0,-4.0,43,52.0,5.0,0.0,0530,1805, ,4.7,21
2481,2,2013-09-14,72,51,62.0,8.5,41,52.0,3.0,0.0,-,-, ,5.3,19
2482,1,2013-09-15,62,56,59.0,-5.0,52,55.0,6.0,0.0,0531,1803,RA BR,1.1,2
2483,2,2013-09-15,62,58,60.0,6.5,51,55.0,5.0,0.0,-,-,RA DZ BR,0.4,19
2484,1,2013-09-16,64,51,58.0,-6.0,47,52.0,7.0,0.0,0532,1760, ,9.7,3
2485,2,2013-09-16,64,55,60.0,6.5,47,53.0,5.0,0.0,-,-, ,11.4,3
2486,1,2013-09-17,71,49,60.0,-4.0,51,56.0,5.0,0.0,0533,1758, ,7.0,13
2487,2,2013-09-17,70,53,62.0,8.5,49,55.0,3.0,0.0,-,-, ,7.2,12
2488,1,2013-09-18,81,60,71.0,7.0,60,64.0,0.0,6.0,0535,1756, ,8.7,18
2489,2,2013-09-18,82,62,72.0,18.5,58,62.0,0.0,7.0,-,-,TS HZ,6.7,17
2490,1,2013-09-19,84,69,77.0,14.0,68,70.0,0.0,12.0,0536,1755,TS TSRA RA FG BR HZ,8.3,16
2491,2,2013-09-19,84,70,77.0,23.5,66,69.0,0.0,12.0,-,-,RA BR HZ,7.8,16
2492,1,2013-09-20,76,58,67.0,5.0,60,63.0,0.0,2.0,0537,1753, ,10.1,26
2493,2,2013-09-20,77,59,68.0,14.5,59,63.0,0.0,3.0,-,-, ,10.3,26
2494,1,2013-09-21,67,52,60.0,-2.0,48,53.0,5.0,0.0,0538,1751, ,9.6,33
2495,2,2013-09-21,67,51,59.0,5.5,46,53.0,6.0,0.0,-,-, ,9.0,33
2496,1,2013-09-22,67,49,58.0,-4.0,47,52.0,7.0,0.0,0539,1749, ,6.2,4
2497,2,2013-09-22,67,49,58.0,4.5,45,51.0,7.0,0.0,-,-, ,4.8,5
2498,1,2013-09-23,67,46,57.0,-4.0,48,53.0,8.0,0.0,0540,1748, ,4.9,10
2499,2,2013-09-23,67,50,59.0,5.5,45,52.0,6.0,0.0,-,-, ,6.8,11
2500,1,2013-09-24,70,49,60.0,-1.0,49,54.0,5.0,0.0,0541,1746, ,6.2,10
2502,1,2013-09-25,70,51,61.0,0.0,52,56.0,4.0,0.0,0542,1744, ,4.8,5
2503,2,2013-09-25,71,56,64.0,10.5,51,56.0,1.0,0.0,-,-, ,5.9,6
2504,1,2013-09-26,75,50,63.0,3.0,52,58.0,2.0,0.0,0543,1742,BR,3.8,8
2505,2,2013-09-26,75,55,65.0,11.5,52,58.0,0.0,0.0,-,-, ,4.1,9
2506,1,2013-09-27,81,52,67.0,7.0,51,57.0,0.0,2.0,0544,1741, ,7.0,13
2507,2,2013-09-27,80,57,69.0,15.5,48,57.0,0.0,4.0,-,-, ,6.6,12
2508,1,2013-09-28,84,55,70.0,11.0,56,62.0,0.0,5.0,0545,1739,RA BR,10.9,19
2509,2,2013-09-28,85,58,72.0,18.5,54,61.0,0.0,7.0,-,-,RA BR,10.2,18
2510,1,2013-09-29,68,51,60.0,1.0,49,54.0,5.0,0.0,0546,1737,RA BR,6.0,36
2512,1,2013-09-30,74,47,61.0,2.0,49,55.0,4.0,0.0,0547,1735, ,5.8,19
2513,2,2013-09-30,76,50,63.0,9.5,47,55.0,2.0,0.0,-,-, ,4.2,19
2514,1,2013-10-01,79,62,71.0,13.0,62,65.0,0.0,6.0,0548,1734,BR,12.5,22
2515,2,2013-10-01,79,62,71.0,17.5,61,64.0,0.0,6.0,-,-,BR HZ,11.9,21
2516,1,2013-10-02,76,62,69.0,11.0,50,59.0,0.0,4.0,0549,1732,BR,4.7,7
2517,2,2013-10-02,77,64,71.0,17.5,50,59.0,0.0,6.0,-,-,BR HZ,5.2,7
2518,1,2013-10-03,78,60,69.0,12.0,65,67.0,0.0,4.0,0550,1730,RA DZ FG+ BR,7.4,19
2519,2,2013-10-03,78,64,71.0,17.5,65,67.0,0.0,6.0,-,-,RA DZ FG+ BR HZ,7.1,19
2520,1,2013-10-04,74,65,70.0,13.0,65,66.0,0.0,5.0,0552,1729,RA BR,2.6,12
2521,2,2013-10-04,76,66,71.0,17.5,64,66.0,0.0,6.0,-,-,BR HZ,2.0,16
2522,1,2013-10-05,80,61,71.0,14.0,66,68.0,0.0,6.0,0553,1727,TSRA BR,5.2,19
2523,2,2013-10-05,81,65,73.0,19.5,66,68.0,0.0,8.0,-,-,BR HZ,6.7,19
2524,1,2013-10-06,64,45,55.0,-1.0,44,49.0,10.0,0.0,0554,1725,RA,8.7,25
2526,1,2013-10-07,68,45,57.0,1.0,45,50.0,8.0,0.0,0555,1724, ,6.1,28
2527,2,2013-10-07,67,45,56.0,2.5,44,50.0,9.0,0.0,-,-, ,6.3,26
2528,1,2013-10-08,75,43,59.0,3.0,48,53.0,6.0,0.0,0556,1722, ,4.7,18
2529,2,2013-10-08,76,49,63.0,9.5,46,53.0,2.0,0.0,-,-, ,4.0,17
2530,1,2013-10-09,71,48,60.0,5.0,47,53.0,5.0,0.0,0557,1720, ,3.6,12
2531,2,2013-10-09,70,52,61.0,7.5,47,53.0,4.0,0.0,-,-, ,3.4,11
2532,1,2013-10-10,74,46,60.0,5.0,50,55.0,5.0,0.0,0558,1719,BR,2.9,13
2533,2,2013-10-10,75,51,63.0,9.5,49,55.0,2.0,0.0,-,-, ,3.0,12
2534,1,2013-10-11,76,51,64.0,10.0,51,56.0,1.0,0.0,0559,1717, ,7.3,14
2535,2,2013-10-11,77,56,67.0,13.5,48,56.0,0.0,2.0,-,-, ,6.1,14
2536,1,2013-10-12,73,46,60.0,6.0,54,57.0,5.0,0.0,0600,1715,RA BR,5.7,21
2537,2,2013-10-12,73,53,63.0,9.5,52,57.0,2.0,0.0,-,-, ,6.0,21
2538,1,2013-10-13,64,44,54.0,1.0,41,48.0,11.0,0.0,0602,1714, ,5.3,32
2539,2,2013-10-13,65,46,56.0,2.5,40,48.0,9.0,0.0,-,-, ,3.1,34
